iter	Logloss
288	0.4816530632
289	0.4816266603
290	0.4816005328
291	0.4815988982
292	0.4815775979
293	0.4815624728
294	0.4815393772
295	0.4815112628
296	0.4814946586
297	0.4814753521
298	0.4814593154
299	0.4814341627
300	0.4814032872
301	0.4813832211
302	0.4813604044
303	0.4813381245
304	0.4813182851
305	0.4813004827
306	0.4812822655
307	0.481259655
308	0.4812350555
309	0.4812098518
310	0.4811917006
311	0.4811650767
312	0.4811292026
313	0.4811076352
314	0.4810801006
315	0.4810574225
316	0.4810316775
317	0.4809944192
318	0.4809753673
319	0.4809510315
320	0.4809187447
321	0.4809026292
322	0.4808800715
323	0.4808499463
324	0.4808209666
325	0.4808014308
326	0.4807770516
327	0.4807497642
328	0.480737886
329	0.4807179604
330	0.4806779929
331	0.4806535994
332	0.4806310528
333	0.4806147118
334	0.4805887554
335	0.4805606408
336	0.4805499795
337	0.4805317588
338	0.4805176501
339	0.4804965218
340	0.480480739
341	0.4804511162
342	0.4804291962
343	0.4804072308
344	0.4803854882
345	0.4803759158
346	0.4803622424
347	0.4803320992
348	0.4803145095
349	0.4802939842
350	0.48027359
351	0.4802553904
352	0.4802362525
353	0.4802188848
354	0.4801930045
355	0.4801675976
356	0.4801475201
357	0.4801456597
358	0.4801263012
359	0.4801077505
360	0.4800852678
361	0.4800671306
362	0.4800470771
363	0.4800345269
364	0.4800116351
365	0.4799996327
366	0.4799960263
367	0.4799785618
368	0.4799605641
369	0.4799312679
370	0.4798992525
371	0.479878749
372	0.4798329035
373	0.4798151361
374	0.4797774996
375	0.479761964
376	0.4797399562
377	0.4797313297
378	0.4797089043
379	0.4796876642
380	0.4796656634
381	0.479665078
382	0.4796450252
383	0.4796344629
384	0.4796138824
385	0.4795783216
386	0.4795539632
387	0.479529241
388	0.4795156776
389	0.4794875942
390	0.4794717314
391	0.4794547965
392	0.4794347109
393	0.4794102642
394	0.4793952641
395	0.4793752403
396	0.4793552455
397	0.479324806
398	0.4793239771
399	0.4793076456
400	0.4792881803
401	0.4792569955
402	0.4792303877
403	0.4792189502
404	0.4791883528
405	0.4791729617
406	0.4791499156
407	0.4791342067
408	0.4791122365
409	0.4791017691
410	0.479077184
411	0.4790532751
412	0.4790250015
413	0.4790159789
414	0.4790050741
415	0.4789840269
416	0.4789712139
417	0.4789543271
418	0.4789224921
419	0.4788973571
420	0.4788856424
421	0.4788608969
422	0.4788322501
423	0.4788145324
424	0.4788006737
425	0.4787757546
426	0.4787585529
427	0.4787416751
428	0.4787166202
429	0.4786887525
430	0.4786725196
431	0.4786546487
432	0.4786319083
433	0.478604336
434	0.4785986443
435	0.4785760074
436	0.4785579692
437	0.4785366265
438	0.4785137279
439	0.4784982111
440	0.4784878354
441	0.4784723498
442	0.4784577272
443	0.4784427929
444	0.4784174184
445	0.4783917607
446	0.4783674569
447	0.4783674335
448	0.4783610352
449	0.4783393662
450	0.4783195166
451	0.4783189238
452	0.4783180919
453	0.4783176912
454	0.4783167434
455	0.4783101918
456	0.478292806
457	0.478266442
458	0.478236622
459	0.4782154703
460	0.4782037211
461	0.4781854702
462	0.4781746059
463	0.4781431624
464	0.4781431232
465	0.4781377215
466	0.4781201374
467	0.4781085954
468	0.4781052763
469	0.4780907587
470	0.4780677505
471	0.4780408547
472	0.4780145354
473	0.4779883953
474	0.477968705
475	0.4779482628
476	0.4779337318
477	0.4779068625
478	0.4778929849
479	0.4778773917
480	0.4778768482
481	0.4778544994
482	0.4778391938
483	0.4778221337
484	0.4778031766
485	0.4777937896
486	0.4777738426
487	0.4777576295
488	0.4777413134
489	0.4777283751
490	0.4777178195
491	0.4777115639
492	0.4777106287
493	0.4777005934
494	0.4776731265
495	0.4776598395
496	0.4776460654
497	0.4776373077
498	0.4776210691
499	0.4776005478
500	0.4775678757
501	0.4775464167
502	0.4775235786
503	0.4774935609
504	0.4774685953
505	0.4774458558
506	0.4774321209
507	0.4774171217
508	0.4773947828
509	0.4773777728
510	0.4773656174
511	0.4773479782
512	0.4773266354
513	0.4773086967
514	0.4772862932
515	0.4772757895
516	0.4772661693
517	0.4772482576
518	0.4772311524
519	0.4772155396
520	0.4771796811
521	0.4771536464
522	0.4771379819
523	0.4771101076
524	0.477082331
525	0.477063535
526	0.4770452279
527	0.4770332829
528	0.4770050983
529	0.4769881924
530	0.4769799766
531	0.4769637523
532	0.4769402412
533	0.4769230947
534	0.4768977532
535	0.4768750002
536	0.4768521635
537	0.476833662
538	0.4768261883
539	0.4768086406
540	0.4767889542
541	0.4767675259
542	0.4767523407
543	0.4767354636
544	0.4767189394
545	0.4767040041
546	0.4766949518
547	0.4766780238
548	0.4766687793
549	0.4766672339
550	0.4766481714
551	0.4766306889
552	0.4766155648
553	0.4765895922
554	0.4765742814
555	0.476565868
556	0.4765528748
557	0.4765454629
558	0.476524058
559	0.4765000977
560	0.476487058
561	0.476473122
562	0.4764565397
563	0.4764258593
564	0.4764126575
565	0.4764005471
566	0.4763919381
567	0.4763728203
568	0.4763492712
569	0.4763223331
570	0.4762999654
571	0.4762999108
572	0.4762872883
573	0.4762664893
574	0.4762351037
575	0.4762186661
576	0.4762183265
577	0.4761904488
578	0.476179334
579	0.4761792996
580	0.476164026
581	0.4761483036
582	0.4761344246
583	0.4761256578
584	0.4761256365
585	0.4761128159
586	0.4760999563
587	0.4760830824
588	0.4760771181
589	0.4760528475
590	0.4760269252
591	0.4760051606
592	0.4759911406
593	0.4759761448
594	0.4759549723
595	0.4759356517
596	0.475916538
597	0.4759162428
598	0.4758948377
599	0.4758817605
600	0.475864338
601	0.4758442433
602	0.4758247583
603	0.4757968526
604	0.4757917318
605	0.4757910199
606	0.4757666639
607	0.4757534188
608	0.475737441
609	0.4757372296
610	0.4757201371
611	0.4757021881
612	0.4757017643
613	0.4756802671
614	0.4756613035
615	0.4756469968
616	0.4756260285
617	0.4756131927
618	0.4756016855
619	0.4755901149
620	0.4755766726
621	0.4755574279
622	0.4755407908
623	0.4755274619
624	0.4755094033
625	0.4755051652
626	0.4755048966
627	0.4754817527
628	0.4754661477
629	0.4754661466
630	0.4754488274
631	0.4754346303
632	0.4754187607
633	0.4753960111
634	0.475389923
635	0.4753897879
636	0.4753892535
637	0.4753595296
638	0.4753446462
639	0.4753241434
640	0.4753238535
641	0.4753030567
642	0.4752846932
643	0.4752846767
644	0.4752750896
645	0.4752528324
646	0.475240247
647	0.4752138171
648	0.4751975169
649	0.4751831656
650	0.47515885
651	0.475139079
652	0.4751248588
653	0.4751104525
654	0.4750977316
655	0.4750933186
656	0.4750773412
657	0.4750636536
658	0.475048287
659	0.4750211279
660	0.4750017706
661	0.4750014244
662	0.4749760172
663	0.474968633
664	0.4749534667
665	0.4749308263
666	0.4749142339
667	0.4748940069
668	0.4748779072
669	0.474869751
670	0.4748532161
671	0.4748347225
672	0.4748242722
673	0.4748099337
674	0.4748064558
675	0.4747805907
676	0.4747637792
677	0.474733367
678	0.4747200755
679	0.4747005494
680	0.4746729103
681	0.4746616807
682	0.4746356156
683	0.4746184047
684	0.4746002774
685	0.4745835453
686	0.4745654033
687	0.4745523164
688	0.4745399856
689	0.4745240769
690	0.4744993871
691	0.474486955
692	0.4744790137
693	0.4744625348
694	0.4744455254
695	0.4744191727
696	0.474399764
697	0.4743882028
698	0.4743674668
699	0.4743366138
700	0.474309288
701	0.4742909431
702	0.4742819812
703	0.4742634868
704	0.4742416662
705	0.474229957
706	0.4742192493
707	0.4741936535
708	0.474178148
709	0.474168072
710	0.4741463938
711	0.4741314262
712	0.4741159971
713	0.4741044387
714	0.4740938231
715	0.4740705054
716	0.4740554476
717	0.4740287838
718	0.474016587
719	0.4739948761
720	0.473972209
721	0.4739547603
722	0.4739356421
723	0.4739205609
724	0.4738925898
725	0.4738691965
726	0.4738690344
727	0.4738689807
728	0.4738686586
729	0.4738493906
730	0.4738321178
731	0.473815676
732	0.47379601
733	0.4737805018
734	0.4737672249
735	0.4737544558
736	0.4737311434
737	0.4737311027
738	0.4737136176
739	0.4737011803
740	0.473674041
741	0.4736591323
742	0.4736405932
743	0.473623236
744	0.473600905
745	0.4735829491
746	0.4735829224
747	0.4735745291
748	0.4735700207
749	0.473554856
750	0.4735280812
751	0.4735170247
752	0.4734957597
753	0.4734836587
754	0.4734718339
755	0.4734675993
756	0.4734501027
757	0.4734320053
758	0.473418764
759	0.4734132679
760	0.4733896814
761	0.4733756676
762	0.4733605265
763	0.473336573
764	0.4733235184
765	0.4733120654
766	0.4732953855
767	0.4732655376
768	0.4732524925
769	0.4732374725
770	0.4732268544
771	0.4732110951
772	0.4731929389
773	0.473183843
774	0.4731678814
775	0.4731559776
776	0.4731339437
777	0.4731140601
778	0.4731009965
779	0.4730866746
780	0.4730709072
781	0.4730496954
782	0.4730378299
783	0.4730236454
784	0.4730035088
785	0.4729819995
786	0.4729692679
787	0.4729550544
788	0.472943964
789	0.4729324197
790	0.4729094372
791	0.4729019466
792	0.4728869655
793	0.472870073
794	0.472844412
795	0.472825001
796	0.4728027978
797	0.4727856674
798	0.4727732219
799	0.4727541288
800	0.4727278973
801	0.4727175285
802	0.4726971389
803	0.4726884182
804	0.4726750052
805	0.4726492588
806	0.4726331549
807	0.4726172678
808	0.4726013794
809	0.4725827953
810	0.4725827366
811	0.4725785451
812	0.4725773951
813	0.472555784
814	0.4725407497
815	0.4725280981
816	0.4725068194
817	0.4724940144
818	0.472471525
819	0.4724515151
820	0.4724268455
821	0.472416127
822	0.4723993379
823	0.4723747768
824	0.4723618798
825	0.4723540728
826	0.472342276
827	0.4723277342
828	0.472309679
829	0.4722977892
830	0.4722873427
831	0.4722782806
832	0.4722742893
833	0.4722606449
834	0.4722464426
835	0.4722329083
836	0.4722187753
837	0.472201944
838	0.4721912024
839	0.472171721
840	0.4721517063
841	0.4721396226
842	0.472122367
843	0.4721076677
844	0.4720841483
845	0.4720699606
846	0.4720499697
847	0.4720374134
848	0.4720224482
849	0.4719982116
850	0.4719848132
851	0.4719579746
852	0.4719519905
853	0.4719340976
854	0.4719302837
855	0.4719180644
856	0.4719019697
857	0.4718857624
858	0.4718588459
859	0.4718412676
860	0.4718233416
861	0.4718054577
862	0.4717889635
863	0.4717671812
864	0.4717594297
865	0.4717411832
866	0.4717157903
867	0.4717034131
868	0.4716833294
869	0.471660719
870	0.471644104
871	0.4716299241
872	0.4716137698
873	0.4715974107
874	0.4715786916
875	0.4715585751
876	0.471546976
877	0.4715466501
878	0.4715315386
879	0.471524905
880	0.4714915815
881	0.4714717955
882	0.471452533
883	0.4714379019
884	0.4714156078
885	0.4713999282
886	0.4713827285
887	0.4713676549
888	0.4713534644
889	0.4713388441
890	0.4713232017
891	0.4713059548
892	0.4712915301
893	0.4712692413
894	0.4712446811
895	0.4712236679
896	0.47120318
897	0.4711839487
898	0.471169194
899	0.4711592325
900	0.4711488515
901	0.4711261753
902	0.4711123704
903	0.4710977298
904	0.4710761737
905	0.4710571233
906	0.4710424313
907	0.4710203536
908	0.471008395
909	0.4709897684
910	0.4709693565
911	0.4709551255
912	0.4709410461
913	0.4709226069
914	0.4709071807
915	0.4708828803
916	0.4708640842
917	0.4708488196
918	0.4708241081
919	0.4708019566
920	0.4707900351
921	0.470769748
922	0.4707613263
923	0.4707403051
924	0.4707258095
925	0.4707120781
926	0.4706905291
927	0.4706702596
928	0.4706562514
929	0.4706451776
930	0.4706340157
931	0.470623452
932	0.4706150772
933	0.4705928055
934	0.4705825806
935	0.4705674407
936	0.4705482385
937	0.4705294434
938	0.4705143607
939	0.470495917
940	0.4704845693
941	0.4704696946
942	0.4704468889
943	0.4704356091
944	0.4704223051
945	0.4704110082
946	0.4704109755
947	0.4704077796
948	0.4703897698
949	0.4703754869
950	0.4703562877
951	0.470338605
952	0.4703215679
953	0.4703067737
954	0.4702856518
955	0.4702726797
956	0.4702635488
957	0.4702620131
958	0.4702473394
959	0.470221484
960	0.4702082483
961	0.4701937073
962	0.4701735282
963	0.470161461
964	0.470144883
965	0.4701274774
966	0.4701102615
967	0.4700996097
968	0.470081684
969	0.4700705016
970	0.4700530517
971	0.4700413883
972	0.4700229139
973	0.4700010098
974	0.469983987
975	0.4699685276
976	0.4699505415
977	0.4699382061
978	0.469922714
979	0.4699079795
980	0.4698770236
981	0.4698621508
982	0.46983316
983	0.4698086276
984	0.4697880123
985	0.4697817621
986	0.4697692064
987	0.469756766
988	0.4697567445
989	0.4697566596
990	0.4697414381
991	0.4697263911
992	0.4697167337
993	0.4697015459
994	0.4696886164
995	0.4696673807
996	0.4696513507
997	0.4696387305
998	0.4696265771
999	0.469613688
